	Score	MoE	P-Value	Q-Value
IPA_STAT6_DN	0.26989065448339705	0.09207059849119176	0.23011891960275793	1.0
IPA_JUNB_UP	0.2666227424837172	0.1783468660809239	0.23331962805996584	1.0
IPA_PAX5_DN	0.26637846158376066	0.1838830825581779	0.2335568347144032	1.0
IPA_PPARA_DN	0.2644917615518387	0.09796935062415336	0.23535327977734202	1.0
IPA_PRDM1_UP	0.2605880313692151	0.16340703877926332	0.2394047694351319	1.0
IPA_SOX2_UP	0.25968258408414163	0.15294527363032562	0.2403124802327788	1.0
IPA_NCL_UP	0.259662670304097	0.17286179149054734	0.2403472705420963	1.0
IPA_RBL1_UP	0.2567757080902592	0.12796111145226818	0.2432285407046619	1.0
IPA_NFIX_DN	0.2565881549716403	0.19408907697989705	0.2433613764311468	1.0
IPA_ASCL1_DN	0.2531048847989202	0.17561119710689976	0.24703966095262192	1.0
IPA_ZFPM1_DN	0.25187190548243626	0.14820160557199372	0.24822885698020114	1.0
IPA_TP73_DN	0.24974684015443488	0.09676057747352539	0.25037004238092225	1.0
IPA_RARB_DN	0.24824617558613288	0.18110262395763813	0.2519798848757037	1.0
IPA_KLF13_UP	0.24455732722279816	0.17092923865900564	0.256097792396736	1.0
IPA_FOSL2_UP	0.24352182759785698	0.27453685734715827	0.25721424505028784	1.0
IPA_GATA4_DN	0.24349106770830167	0.18003485791078788	0.2572332215826428	1.0
IPA_STAT5A_UP	0.24342594282615682	0.16190756526152622	0.2572775001581378	1.0
IPA_PCGF2_DN	0.24223501260648447	0.16669733183255922	0.2585963691568094	1.0
IPA_SNAI2_DN	0.24174006973081294	0.12892697130828137	0.2592131064583465	1.0
IPA_PITX2_DN	0.24144940607004192	0.13175276029591748	0.2594945916882788	1.0
IPA_MYOCD_DN	0.23764461395857756	0.18538404721947377	0.26364096400784365	1.0
IPA_JUND_UP	0.23673000154934343	0.26781353613943154	0.2646245809349105	1.0
IPA_AR_UP	0.235582385458854	0.10846632124157367	0.2658580555379847	1.0
IPA_ATF6_UP	0.23454171587515785	0.12744934366386682	0.2671010184072364	1.0
IPA_JUN_UP	0.2334762438196526	0.16578387610173592	0.26823012208235814	1.0
IPA_HOXA9_UP	0.23257783142269028	0.07013862336530736	0.2693307609589474	1.0
IPA_ID1_UP	0.23194498902672664	0.24440092152029635	0.2701182870516794	1.0
IPA_TFDP1_UP	0.23140291445287706	0.18999307679874525	0.27087734834587895	1.0
IPA_PRDM8_DN	0.2310922140918336	0.1820293660081451	0.2712252514390537	1.0
IPA_KAT5_UP	0.22953042634595297	0.1692265113262014	0.2729616041495351	1.0
IPA_CCNT1_UP	0.22818269709080213	0.17928326993230903	0.27443544816243914	1.0
IPA_EGR1_UP	0.2263496997060896	0.22575910741958927	0.2764785881459928	1.0
IPA_GATA1_UP	0.2257219624441227	0.09879415606845608	0.27720918464165983	1.0
IPA_MAP3K7_UP	0.22475940641554026	0.15592228308857756	0.2783003352520716	1.0
IPA_HOXC8_DN	0.2236327012689751	0.1282525803344753	0.2796445062938832	1.0
IPA_FOXP3_DN	0.2217785657310376	0.17271931066540192	0.281573787083307	1.0
IPA_HDAC6_DN	0.22067926157191703	0.16863224319974954	0.2829116326143336	1.0
IPA_USF1_UP	0.21714224233980092	0.1841796731077113	0.28683344930103105	1.0
IPA_NR1H3_UP	0.216462184183843	0.10093262733745083	0.28764311468151055	1.0
IPA_POU2AF1_UP	0.20894960757164213	0.08549607522684534	0.296906825226137	1.0
IPA_STAT5A_DN	0.20739673247769272	0.0758777076669259	0.29875387437535583	1.0
IPA_SMARCA4_UP	0.20422921612809783	0.20066303332719937	0.3024448099184009	1.0
IPA_RB1_UP	0.20403650837160403	0.11180477238196714	0.3027073186159782	1.0
IPA_NFATC1_UP	0.20332608825170767	0.12324635810569455	0.3035454487949902	1.0
IPA_SNAI1_UP	0.20280827681801675	0.17728853696459124	0.30420330191662975	1.0
IPA_PRRX1_UP	0.20186311638069812	0.11414559030272457	0.3053387311025365	1.0
IPA_MYF5_UP	0.2000740806301179	0.19381515604898647	0.3074609399709026	1.0
IPA_XBP1_UP	0.1981597882942364	0.10606562937285828	0.309978493263331	1.0
IPA_TP53_DN	0.19740317340515903	0.12526266449924503	0.3109368081472579	1.0
IPA_MYOD1_DN	0.19724813546637773	0.14970912829570915	0.3111170852046303	1.0
IPA_CEBPE_UP	0.19720246763269197	0.20851391281740342	0.31117717755708774	1.0
IPA_NKX2-1_UP	0.19641710496594128	0.12570340856144166	0.31210070213169716	1.0
IPA_PRDM1_DN	0.1940084915135721	0.2050247057954636	0.3151432728192802	1.0
IPA_IRF7_DN	0.19371310788545826	0.27618762037592504	0.3155133152002024	1.0
IPA_HR_DN	0.1932080922942746	0.21403910153948982	0.31618698209880447	1.0
IPA_GFI1_DN	0.18949686417549053	0.17591332131172524	0.3210291606047188	1.0
IPA_MAX_UP	0.1893607624484387	0.1648391842943068	0.3212315769498387	1.0
IPA_YWHAZ_UP	0.18935461470744963	0.13661040433350738	0.32124422797140867	1.0
IPA_MBD2_UP	0.1868979773591689	0.07994831149286363	0.3241602884432918	1.0
IPA_TP63_DN	0.1845946061431184	0.11437186385513791	0.32709848820292237	1.0
IPA_CBFB_DN	0.18418022637124873	0.24996810332289654	0.327642482130432	1.0
IPA_HDAC2_UP	0.17778665858310852	0.200521839716452	0.33603959769751407	1.0
IPA_PLAG1_UP	0.17739712901362137	0.105088476507832	0.3366025681573787	1.0
IPA_MYC_UP	0.17698977081476638	0.08231040035816971	0.3370991207540009	1.0
IPA_NANOG_UP	0.17590351588061476	0.13082647510124631	0.3386678474286799	1.0
IPA_HIF1A_DN	0.17584916035827988	0.21565795269361776	0.3387405908027073	1.0
IPA_ATF3_UP	0.17491736845181327	0.1509391201175392	0.340008855715099	1.0
IPA_SIRT1_UP	0.1740096662249137	0.21896689410967896	0.3413182364475931	1.0
IPA_RARG_UP	0.17129507943742342	0.1807856478058181	0.34506610158770323	1.0
IPA_NKX3-1_DN	0.16925929229532025	0.12061153273576809	0.3478335125561389	1.0
IPA_HOXA10_UP	0.16886493868417954	0.09910442390435113	0.3482984375988361	1.0
IPA_RARG_DN	0.16804323522149336	0.16206888305973527	0.34946865709406033	1.0
IPA_ETS1_DN	0.16640567322055427	0.12467654773942381	0.3515402618761465	1.0
IPA_NR1H2_DN	0.16559851547572646	0.12975591452402	0.3527326206591182	1.0
IPA_MEOX2_DN	0.1655447776773402	0.09971510568346677	0.35279271301157566	1.0
IPA_HOXA1_UP	0.16213869065412073	0.15667199744161373	0.35773293693465746	1.0
IPA_ETS2_DN	0.15947005257936395	0.26535631033059187	0.3615567082041875	1.0
IPA_FOS_UP	0.158830165610761	0.17849415255721154	0.36244860522487193	1.0
IPA_E2F6_DN	0.15596510717290032	0.1649309636660462	0.36686381175279903	1.0
IPA_SMAD4_DN	0.1554005694738528	0.09809553973724237	0.367739894996521	1.0
IPA_RAD21_UP	0.1546457256123944	0.13234147193677157	0.36883737111771775	1.0
IPA_PDX1_UP	0.15318181767915112	0.23093979495707476	0.3709564172306914	1.0
IPA_SOX5_UP	0.15192695986672708	0.21698418240900927	0.3729204883294326	1.0
IPA_TBX21_DN	0.14998834996949478	0.21353136919569563	0.37610538300967805	1.0
IPA_SKI_DN	0.14921257009726605	0.14742285713554018	0.37729457903725727	1.0
IPA_HIF1A_UP	0.14884030696230877	0.15474155288077196	0.3778733632740844	1.0
IPA_NFKB1_UP	0.14298843260314267	0.15106193059579362	0.38740907078246567	1.0
IPA_MYCN_DN	0.1422327308600448	0.13436288012113096	0.3886172433423999	1.0
IPA_SULT2A1_UP	0.1413403891161987	0.18946896393861057	0.3901416914415839	1.0
IPA_PPARA_UP	0.1411719835339901	0.1568501376364939	0.3904295021823012	1.0
IPA_NFE2L2_UP	0.1401425208571704	0.11744155248077091	0.392333480928585	1.0
IPA_MYC_DN	0.13895520493149607	0.18841375729593032	0.39441457397684865	1.0
IPA_HEY2_UP	0.13691745891331852	0.20933558161256813	0.39811499778607123	1.0
IPA_PAX7_UP	0.13566138426732427	0.1487568754243033	0.4003226010500348	1.0
IPA_NR1I2_UP	0.1347052709453484	0.16280357876991222	0.4019261180340312	1.0
IPA_LHX2_UP	0.13431132826346537	0.15390661050915835	0.4026472262635208	1.0
IPA_STAT5B_UP	0.1341027284385349	0.17002623075062595	0.40299829211208804	1.0
IPA_MYB_UP	0.1335253840076137	0.2158972709177992	0.40397558352836993	1.0
IPA_PPARG_UP	0.13103203320163723	0.17940529229871538	0.40840027832247455	1.0
IPA_MSX2_UP	0.13007077988209984	0.1241518981362077	0.4101271427667784	1.0
IPA_NOTCH1_UP	0.12955718211251216	0.14373358839374473	0.4109652729457904	1.0
IPA_ILF3_UP	0.12952140968919387	0.1689443131432643	0.4110411790752103	1.0
IPA_NFKBIA_UP	0.12241445066544714	0.11913583011388541	0.4226073755455753	1.0
IPA_MAX_DN	0.1217642319067255	0.10391109092714484	0.4235277373647922	1.0
IPA_HOXC6_UP	0.12159104318971223	0.1480387426201009	0.42376178126383707	1.0
IPA_SOX10_DN	0.12101492477749452	0.1475340645081851	0.42459358593206403	1.0
IPA_IFI16_UP	0.1169116017488173	0.1440742997929795	0.4307008665949775	1.0
IPA_FLI1_UP	0.11577175899476608	0.11792338233535994	0.43232019735593646	1.0
IPA_GLI1_DN	0.11486402725030234	0.1283145341701372	0.43361692706686067	1.0
IPA_SMAD6_UP	0.11427296460623824	0.12320546060671399	0.4344329179581251	1.0
IPA_ESR1_DN	0.11411283835548412	0.13483296983210527	0.43466063634638497	1.0
IPA_EMX2_DN	0.11309529682605271	0.1685040283932052	0.43594155228034664	1.0
IPA_NCOR1_DN	0.11164053234438849	0.11504227991301225	0.43782022898349043	1.0
IPA_TFAM_DN	0.10749799893527742	0.1985322137989495	0.4430798912012145	1.0
IPA_EBF1_UP	0.10687186495070994	0.1479331222352848	0.443883231070909	1.0
IPA_EP400_UP	0.10593975311820333	0.16761736185354473	0.4451008918970207	1.0
IPA_AHR_DN	0.10496962572461312	0.18470931451547803	0.4464102726295148	1.0
IPA_STAT4_UP	0.10409432146125068	0.14310693705674318	0.4474856094629641	1.0
IPA_MECOM_UP	0.10114961254051114	0.17608510531408947	0.4509266873300019	1.0
IPA_ARNT2_UP	0.09286702161885788	0.14690586938752445	0.46031058257954327	1.0
IPA_MLXIPL_DN	0.09159483363182552	0.14310571897686883	0.4617180087292049	1.0
IPA_THRB_UP	0.0893535796405595	0.15683816512212145	0.4640900752735783	1.0
IPA_KLF5_DN	0.08925315022029674	0.12572932819304714	0.4641723069137833	1.0
IPA_PPARD_UP	0.08714437046099058	0.1884732464064857	0.46633879435764436	1.0
IPA_TBX21_UP	0.08651113126652787	0.0965571329389371	0.46699664747928393	1.0
IPA_EGR1_DN	0.08625092771312261	0.17011307926049543	0.4672053893351888	1.0
IPA_MYRF_UP	0.08601113424049363	0.1722157435388821	0.4674172939464862	1.0
IPA_FOSL1_UP	0.08570593596052774	0.14010075015820336	0.46774622050730597	1.0
IPA_CREM_UP	0.0827031723989363	0.18666335672701187	0.4708899993674489	1.0
IPA_HIST1H1A_DN	0.07795700776990107	0.09459994368376128	0.47534315896008605	1.0
IPA_REL_DN	0.07468359477921514	0.12909043520418978	0.47839521791384654	1.0
IPA_GLI1_UP	0.07438068407026434	0.14912352966993633	0.47867670314377886	1.0
IPA_WT1_DN	0.07285218146679048	0.16772796644906482	0.48007780378265547	1.0
IPA_BRCA1_UP	0.06820505000748349	0.151449039083553	0.4840533873110254	1.0
IPA_SNAI1_DN	0.06573885418917567	0.12533821400569353	0.48605541147447656	1.0
IPA_HDAC5_UP	0.06341532935392427	0.13280541597673873	0.4879562274653678	1.0
IPA_PRKCD_DN	0.061541571423166755	0.19533917970801687	0.4893668163704219	1.0
IPA_HIC1_DN	0.058556545533674544	0.14473341958113262	0.491564931368208	1.0
IPA_BACH1_DN	0.058199807528913634	0.1496650387112847	0.49179264975646786	1.0
IPA_IGFBP1_DN	0.058172265719482245	0.18999539078401065	0.49180846353343033	1.0
IPA_NCOA3_UP	0.0567773188988564	0.11916828115167781	0.4928268707698147	1.0
IPA_H2AFX_DN	0.05453992096708426	0.1239947378493802	0.4944240622430261	1.0
IPA_TFAP2A_UP	0.051069161658116945	0.13492867650247153	0.49666961857169967	1.0
IPA_GATA1_DN	0.048541063261865164	0.1587602366684943	0.49824467075716367	1.0
IPA_KDM5B_DN	0.04689482987493986	0.17394235445612158	0.49915870706559556	1.0
IPA_TRIM24_DN	0.044061135703899655	0.1367424174463933	0.49925675248276297	1.0
IPA_MAPK8IP1_UP	0.03849790471036471	0.19518023450842006	0.49667594408248467	1.0
IPA_HOXA10_DN	0.03824129277941635	0.1609127149380302	0.4965589221329622	1.0
IPA_RARB_UP	0.0377799288204527	0.19615085155954248	0.4963849705863749	1.0
IPA_FOS_DN	0.037683767269666726	0.11141069149242437	0.49635018027705735	1.0
IPA_FOXM1_UP	0.028193259350726994	0.1688840885238516	0.493102030488962	1.0
IPA_SMAD2_UP	0.022545215875540196	0.18613410725795754	0.49164716300841294	1.0
IPA_IRF1_UP	0.019451277443754418	0.1130679588593317	0.49110000632551076	1.0
IPA_PPARG_DN	0.012175703841010629	0.1335311852640902	0.49040420013916125	1.0
IPA_MED1_DN	0.011577094163820018	0.1099802363099161	0.4903820608514137	1.0
IPA_NKX3-1_UP	0.005025567528502243	0.14170934209739225	0.4901828072616864	1.0
IPA_PML_DN	-0.018545670353227003	0.12265367997278988	0.4894237459674869	1.0
IPA_KDR_DN	-0.02106251388758861	0.15484298060168353	0.4890442153203871	1.0
IPA_NR5A2_UP	-0.02912761221741873	0.1381898817200044	0.4874027452716807	1.0
IPA_MECP2_UP	-0.03840757221030527	0.1549443453870862	0.48435068631792016	1.0
IPA_PAX5_UP	-0.04073421915057035	0.1557337647996296	0.48345246378645074	1.0
IPA_FOXO4_UP	-0.044892620504864554	0.12643117677224022	0.48163704219115694	1.0
IPA_RELA_UP	-0.04551767773619242	0.13784985552576023	0.4814219748244671	1.0
IPA_STAT4_DN	-0.05631525724528595	0.17861687037742494	0.47580808400278324	1.0
IPA_GFI1B_DN	-0.05748067753170376	0.1584620378063891	0.47516604465810613	1.0
IPA_SNAI2_UP	-0.06105405417673701	0.15744097655468378	0.4728129546460877	1.0
IPA_MITF_DN	-0.0632859425836339	0.08617827884105454	0.47140869125181856	1.0
IPA_E2F4_DN	-0.06569053210198517	0.1277725820445574	0.46979884875703715	1.0
IPA_SP3_DN	-0.07022045811084829	0.19461742375612445	0.46670567398317414	1.0
IPA_SMARCB1_UP	-0.07287229253125312	0.14740245912283576	0.4646751850211905	1.0
IPA_CEBPD_UP	-0.0770806884793142	0.15091194959605428	0.46143019798848756	1.0
IPA_KDM5B_UP	-0.07794998021714396	0.18048105428376257	0.46068378771585805	1.0
IPA_HDAC3_DN	-0.0794720010148982	0.20995613618700978	0.4595863115946613	1.0
IPA_LEF1_UP	-0.0798973228629702	0.09396614867850732	0.4592384085014865	1.0
IPA_IRF3_UP	-0.08236536204951392	0.11904491819676151	0.45729331393510025	1.0
IPA_RUNX1_UP	-0.08377631341858538	0.20778034809538928	0.4560155607565311	1.0
IPA_PARP1_UP	-0.0864176251070655	0.17821973341027575	0.45375735340628753	1.0
IPA_IL18_DN	-0.08676690518724277	0.13365787850699562	0.4534252640900753	1.0
IPA_HNF1A_UP	-0.0868691704694274	0.14684187306508878	0.45334303244987034	1.0
IPA_IRF1_DN	-0.08796860158296695	0.16892712714026206	0.4524068568536909	1.0
IPA_MYBL2_DN	-0.09067987242999336	0.1556267858072163	0.449955721424505	1.0
IPA_NFKB2_UP	-0.09169290296314445	0.08294638625514834	0.4489910810297932	1.0
IPA_ABL1_UP	-0.09332110562322732	0.18116727019888235	0.4475963059017016	1.0
IPA_MEF2C_DN	-0.09356288834002047	0.14800396930539203	0.4473432854703017	1.0
IPA_NRL_UP	-0.09405995301480916	0.12660839397874193	0.44684040736289454	1.0
IPA_IRF8_UP	-0.09775301421812795	0.12556385699137804	0.4433835157188943	1.0
IPA_DBP_DN	-0.09947916749721715	0.16100828466184317	0.4417863242456828	1.0
IPA_PAX6_DN	-0.1012556314333677	0.08734937055325204	0.439989879182744	1.0
IPA_IRF4_UP	-0.10328815066986854	0.14122309023137905	0.43793408817762036	1.0
IPA_SMARCA4_DN	-0.10443190149296719	0.22386536057307493	0.43671326459611615	1.0
IPA_PML_UP	-0.10487147565707512	0.14684655685003833	0.43624517679802643	1.0
IPA_ESRRA_UP	-0.10509354694235214	0.12989232903950254	0.4360048073881966	1.0
IPA_SPDEF_DN	-0.10601135262487923	0.13674213629822699	0.4350812828135872	1.0
