	Score	MoE	P-Value	Q-Value
IPA_MED28_DN	-0.29533646968882604	0.11315083117259783	0.20380838212918992	1.0
IPA_XRCC6_DN	-0.296513514430507	0.07685181767790317	0.20286781317718658	1.0
IPA_SP4_DN	-0.30643557858384307	0.09727426775765018	0.19551385494951357	1.0
IPA_ATF7_UP	-0.30789761382935255	0.08171186078018279	0.19452717967633362	1.0
IPA_NCOR2_DN	-0.32064335050695586	0.06751598347320845	0.1860805016367744	1.0
IPA_NFE2L2_DN	-0.3253180497883117	0.19631529286637625	0.18294066116464566	1.0
IPA_XBP1_DN	-0.3301593460044169	0.08611677899633295	0.17984692701369356	1.0
IPA_MED1_UP	-0.33242865071672223	0.1409306367381379	0.1784452948499239	1.0
IPA_TBX2_UP	-0.3330257069005842	0.14152696343608978	0.17801189543086357	1.0
IPA_IRF2_UP	-0.36334098454870906	0.1121190042601426	0.15908063995573793	1.0
IPA_CHD4_UP	-0.36370032948752	0.14046914988159404	0.15890082530314906	1.0
IPA_HEY1_UP	-0.3687991989920038	0.1652849961608497	0.15606067591866846	1.0
IPA_VAV1_UP	-0.3724492551080926	0.14359102571246815	0.15395822767301398	1.0
IPA_SP7_UP	-0.3733755210320624	0.14372078236393226	0.15341417308312968	1.0
IPA_DBP_UP	-0.39540730471917673	0.1399844071178444	0.14106690027202728	1.0
IPA_MAFG_UP	-0.40794552881471263	0.1410263411362504	0.13432154548388583	1.0
IPA_NFATC2_DN	-0.4159022401518251	0.12876167398837512	0.13019502973857716	1.0
IPA_GRHL2_UP	-0.4176778590007234	0.11413473150180542	0.12932823090045645	1.0
IPA_PLAGL2_UP	-0.42328946935948997	0.0921293059888507	0.12638203697726957	1.0
IPA_MED13_DN	-0.4553467761280436	0.14413221684604374	0.1105122412282724	1.0
IPA_BARX2_UP	-0.45738943888749994	0.08673429797954174	0.1094932915302688	1.0
IPA_MITF_UP	-0.46583537869956304	0.2176781231541366	0.10565263497625524	1.0
IPA_ERG_UP	-0.4798145578727181	0.08545786203937415	0.09880123564940753	1.0
IPA_ESRRA_DN	-0.5771063545276854	0.07376228316650463	0.05476047766148739	1.0
IPA_GFI1_UP	-0.5969298488153267	0.07664432412544481	0.04610171054451565	1.0
IPA_MAFF_UP	-0.6319425504214459	0.09204096786377192	0.034828715016828805	1.0
IPA_SKIL_UP	-0.6662706826030286	0.07178924154094497	0.02677855133938863	1.0
IPA_HDAC4_UP	-0.7477055607019525	0.046776144667318054	0.012826778551339388	1.0
IPA_MYCBP_UP	-0.864806991442979	0.015620923598668726	0.0013878002674166628	0.9999999999999165
